target_mmsi,t_unix,lat_deg,lon_deg,neighbor_mmsi,neighbor_dist_km,n_neighbors
368062150,1708982145,29.380300521850582,-94.87834167480467,367447170,9.263073138503334,7
368062150,1708982145,29.380300521850582,-94.87834167480467,367740340,9.26998782560788,7
368062150,1708982145,29.380300521850582,-94.87834167480467,368181960,9.570531332458248,7
368062150,1708982145,29.380300521850582,-94.87834167480467,538007598,11.167941506439503,7
368062150,1708982145,29.380300521850582,-94.87834167480467,636022034,13.393398358817388,7
368062150,1708982145,29.380300521850582,-94.87834167480467,338024391,13.457577266996315,7
368062150,1708982145,29.380300521850582,-94.87834167480467,366941860,13.658401790118463,7
368062150,1708982745,29.37677574157715,-94.86119079589844,538007598,5.968874015924765,8
368062150,1708982745,29.37677574157715,-94.86119079589844,367740340,7.657662106330841,8
368062150,1708982745,29.37677574157715,-94.86119079589844,368181960,8.725703388408983,8
368062150,1708982745,29.37677574157715,-94.86119079589844,367079560,9.80081409748798,8
368062150,1708982745,29.37677574157715,-94.86119079589844,367447170,10.039617828371753,8
368062150,1708982745,29.37677574157715,-94.86119079589844,338024391,13.915544343095954,8
368062150,1708982745,29.37677574157715,-94.86119079589844,366941860,14.033408387561343,8
368062150,1708982745,29.37677574157715,-94.86119079589844,636022034,14.616702258920432,8
368062150,1708983345,29.3726806640625,-94.84398651123048,367740340,7.618123586763755,8
368062150,1708983345,29.3726806640625,-94.84398651123048,538007598,7.650489277498082,8
368062150,1708983345,29.3726806640625,-94.84398651123048,367079560,7.966076695450562,8
368062150,1708983345,29.3726806640625,-94.84398651123048,368181960,8.094982091392646,8
368062150,1708983345,29.3726806640625,-94.84398651123048,367447170,11.088171514602386,8
368062150,1708983345,29.3726806640625,-94.84398651123048,366941860,14.771008659924359,8
368062150,1708983345,29.3726806640625,-94.84398651123048,338024391,14.965960758395756,8
368062150,1708983345,29.3726806640625,-94.84398651123048,311000437,15.700937613185996,8
368062150,1708983945,29.367576599121097,-94.82704162597656,367740340,6.448337146659109,8
368062150,1708983945,29.367576599121097,-94.82704162597656,368181960,7.988198467030606,8
368062150,1708983945,29.367576599121097,-94.82704162597656,367079560,9.988445081712346,8
368062150,1708983945,29.367576599121097,-94.82704162597656,311000437,10.21277303335825,8
368062150,1708983945,29.367576599121097,-94.82704162597656,367447170,14.567689070918137,8
368062150,1708983945,29.367576599121097,-94.82704162597656,538007598,14.768442622964294,8
368062150,1708983945,29.367576599121097,-94.82704162597656,366941860,15.368760555353935,8
368062150,1708983945,29.367576599121097,-94.82704162597656,338024391,15.911889416815194,8
368062150,1708984545,29.361244201660156,-94.80950927734376,311000437,4.78897555810879,8
368062150,1708984545,29.361244201660156,-94.80950927734376,367740340,5.4306282517405045,8
368062150,1708984545,29.361244201660156,-94.80950927734376,368181960,8.530050938685676,8
368062150,1708984545,29.361244201660156,-94.80950927734376,367079560,13.04689583654481,8
368062150,1708984545,29.361244201660156,-94.80950927734376,538007598,16.045506270561813,8
368062150,1708984545,29.361244201660156,-94.80950927734376,366941860,16.33801657701272,8
368062150,1708984545,29.361244201660156,-94.80950927734376,338024391,16.503528202947287,8
368062150,1708984545,29.361244201660156,-94.80950927734376,367447170,18.503264570642624,8
368062150,1708985145,29.36656188964844,-94.80119323730467,311000437,0.7464211656538688,8
368062150,1708985145,29.36656188964844,-94.80119323730467,367740340,8.14433627553784,8
368062150,1708985145,29.36656188964844,-94.80119323730467,368181960,8.800554667062604,8
368062150,1708985145,29.36656188964844,-94.80119323730467,367079560,13.847244180081182,8
368062150,1708985145,29.36656188964844,-94.80119323730467,366941860,15.686183114480347,8
